Row_ID,Entry_ID,Order_Date,Ship_Date,Customer,Shipping_Agency,Avergae_shipping_time_in_Days,Cost:_up_to_1lbs_(JMD),Parish,Parking,_Efficient_Staff,Pick_up_wait_tme,Outbound_Shipping,Product_ID,Category,Sub-Category,Product_Name,Quantity,Processing_fee,Total_cost,Customer_review
4023,CA-2014-154963,10/4/2019,10/9/2019,Anna Andreadi,AKW shipping-Kingston,10,$600.00 ,Kingston, -   ,5,3, -   ,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",5,30%,"$3,900.00 ",Courteryous 
4024,CA-2017-130764,2/8/2021,2/9/2021,Jack O'Briant,Oak connect-St. Catherine,10,$450.00 ,St. Catherine,1,2,4, -   ,FUR-BO-10003034,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",5,15%,"$2,587.50 ",Reseanable Cost
4025,CA-2017-130764,2/8/2021,2/9/2021,Jack O'Briant,Oak connect-St. Catherine,10,$450.00 ,St. Catherine,1,2,4, -   ,TEC-PH-10003215,Technology,Phones,Jackery Bar Premium Fast-charging Portable Charger,4,20%,"$2,160.00 ",Speed
4026,CA-2017-139311,11/23/2020,11/25/2020,Sylvia Foulston,Tara Courier-St. Mary,3,$624.00 ,St. Mary,2,3,2,4,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",4,20%,"$2,995.20 ",Good Condtion
4027,CA-2017-139311,11/23/2020,11/25/2020,Sylvia Foulston,Tara Courier-St. Mary,3,$624.00 ,St. Mary,2,3,2,4,OFF-AR-10004582,Office Supplies,Art,BIC Brite Liner Grip Highlighters,7,20%,"$5,241.60 ",Long Line
4028,CA-2017-139311,11/23/2020,11/25/2020,Sylvia Foulston,Tara Courier-St. Mary,3,$624.00 ,St. Mary,2,3,2,4,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,2,20%,"$1,497.60 ",Great Service
4029,CA-2017-139311,11/23/2020,11/25/2020,Sylvia Foulston,Tara Courier-St. Mary,3,$624.00 ,St. Mary,2,3,2,4,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",8,80%,"$8,985.60 ",Great Service
4030,CA-2017-124296,4/7/2021,4/11/2021,Christine Sundaresam,Flash ship Courier-St. Catherine,4,$700.00 ,St. Catherine, -   ,2,5, -   ,TEC-MA-10003183,Technology,Machines,DYMO CardScan Personal V9 Business Card Scanner,3,0%,"$2,100.00 ",Limited Parking
4031,CA-2017-124296,4/7/2021,4/11/2021,Christine Sundaresam,Flash ship Courier-St. Catherine,4,$700.00 ,St. Catherine, -   ,2,5, -   ,FUR-CH-10002439,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",4,0%,"$2,800.00 ",Friendly
4032,CA-2016-169957,1/9/2020,1/13/2020,Steve Nguyen,Mailpac-St. James,5,"$1,248.00 ",St. James,2,2,4,3,OFF-AP-10000576,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster II,6,0%,"$7,488.00 ",Unprofessional
4033,CA-2016-169957,1/9/2020,1/13/2020,Steve Nguyen,Mailpac-St. James,5,"$1,248.00 ",St. James,2,2,4,3,OFF-PA-10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),5,0%,"$6,240.00 ",Speedy Devlivery 
4034,CA-2016-169957,1/9/2020,1/13/2020,Steve Nguyen,Mailpac-St. James,5,"$1,248.00 ",St. James,2,2,4,3,TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,4,0%,"$4,992.00 ",Reseanable Cost
4035,US-2016-108777,3/26/2020,3/26/2020,Jim Mitchum,Itz shipped-Kingston,10,$450.00 ,Kingston,5,5,4, -   ,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,3,70%,"$2,295.00 ",Fast
4036,US-2016-108777,3/26/2020,3/26/2020,Jim Mitchum,Itz shipped-Kingston,10,$450.00 ,Kingston,5,5,4, -   ,TEC-AC-10002567,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,6,20%,"$3,240.00 ",Unprofessional
4037,CA-2015-148859,4/11/2019,4/15/2019,Fred Harton,HT Courier-Kingston,5,$500.00 ,Kingston,5,4,4, -   ,OFF-ST-10004950,Office Supplies,Storage,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",2,20%,"$1,200.00 ",Unprofessional
4038,CA-2014-110786,4/12/2020,4/16/2020,Anthony Johnson,Tara Courier-St. Mary,3,$624.00 ,St. Mary,2,3,2,4,FUR-FU-10000550,Furniture,Furnishings,Stacking Trays by OIC,5,0%,"$3,120.00 ",Fast
4039,CA-2014-110786,4/12/2020,4/16/2020,Anthony Johnson,Tara Courier-St. Mary,3,$624.00 ,St. Mary,2,3,2,4,OFF-PA-10000528,Office Supplies,Paper,Xerox 1981,4,0%,"$2,496.00 ",Very Log Wait
4040,CA-2014-110786,4/12/2020,4/16/2020,Anthony Johnson,Tara Courier-St. Mary,3,$624.00 ,St. Mary,2,3,2,4,TEC-MA-10003183,Technology,Machines,DYMO CardScan Personal V9 Business Card Scanner,6,20%,"$4,492.80 ",Speedy Devlivery 
4041,CA-2014-110786,4/12/2020,4/16/2020,Anthony Johnson,Tara Courier-St. Mary,3,$624.00 ,St. Mary,2,3,2,4,OFF-BI-10003305,Office Supplies,Binders,Avery Hanging File Binders,3,20%,"$2,246.40 ",Speed
4042,CA-2014-110786,4/12/2020,4/16/2020,Anthony Johnson,Tara Courier-St. Mary,3,$624.00 ,St. Mary,2,3,2,4,TEC-PH-10001425,Technology,Phones,Mophie Juice Pack Helium for iPhone,3,20%,"$2,246.40 ",Good Condtion
4043,CA-2014-110786,4/12/2020,4/16/2020,Anthony Johnson,Tara Courier-St. Mary,3,$624.00 ,St. Mary,2,3,2,4,OFF-LA-10001474,Office Supplies,Labels,Avery 477,9,0%,"$5,616.00 ",Speed
4044,CA-2014-110786,4/12/2020,4/16/2020,Anthony Johnson,Tara Courier-St. Mary,3,$624.00 ,St. Mary,2,3,2,4,FUR-FU-10000672,Furniture,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",6,0%,"$3,744.00 ",Professional
4045,CA-2015-137750,10/7/2020,10/12/2020,Jill Fjeld,JB’s clearance-St. Catherine,7,$624.00 ,St. Catherine, -   ,3,5, -   ,FUR-FU-10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,5,0%,"$3,120.00 ",Friendly
4046,CA-2015-136378,7/15/2020,7/20/2020,Cari Sayre,Smart post JM-Kingston,5,$700.00 ,Kingston,1,4,3, -   ,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,3,80%,"$3,780.00 ",Limited Parking
4047,CA-2017-100356,2/2/2021,2/6/2021,Susan Pistek,Tara Courier-Portland,3,$624.00 ,Portland,2,2,5,4,OFF-AP-10002191,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,2,80%,"$2,246.40 ",Very Log Wait
4048,US-2015-166520,10/28/2020,10/31/2020,Katrina Edelman,JB’s clearance-St. Catherine,7,$624.00 ,St. Catherine, -   ,3,5, -   ,OFF-PA-10000501,Office Supplies,Paper,Petty Cash Envelope,3,0%,"$1,872.00 ",No Partking
4049,US-2015-166520,10/28/2020,10/31/2020,Katrina Edelman,JB’s clearance-St. Catherine,7,$624.00 ,St. Catherine, -   ,3,5, -   ,TEC-AC-10001990,Technology,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,10,0%,"$6,240.00 ",Cheapest Shipping Company
4050,CA-2017-136350,10/6/2020,10/8/2020,George Ashbrook,AKW shipping-Kingston,10,$600.00 ,Kingston, -   ,5,3, -   ,FUR-FU-10003601,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",3,0%,"$1,800.00 ",Courteryous 
4051,CA-2017-136350,10/6/2020,10/8/2020,George Ashbrook,AKW shipping-Kingston,10,$600.00 ,Kingston, -   ,5,3, -   ,FUR-CH-10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs,2,10%,"$1,320.00 ",Good Prices
4052,CA-2014-122931,1/11/2020,1/15/2020,Suzanne McNair,Smart post JM-Kingston,5,$700.00 ,Kingston,1,4,3, -   ,OFF-AR-10003469,Office Supplies,Art,Nontoxic Chalk,3,20%,"$2,520.00 ",Reseanable Cost
4053,CA-2014-122931,1/11/2020,1/15/2020,Suzanne McNair,Smart post JM-Kingston,5,$700.00 ,Kingston,1,4,3, -   ,FUR-TA-10004175,Furniture,Tables,"Hon 30"" x 60"" Table with Locking Drawer",2,40%,"$1,960.00 ",Unbeatable
4054,CA-2014-122931,1/11/2020,1/15/2020,Suzanne McNair,Smart post JM-Kingston,5,$700.00 ,Kingston,1,4,3, -   ,OFF-LA-10002945,Office Supplies,Labels,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",11,20%,"$9,240.00 ",Reseanable Cost
4055,CA-2014-122931,1/11/2020,1/15/2020,Suzanne McNair,Smart post JM-Kingston,5,$700.00 ,Kingston,1,4,3, -   ,OFF-PA-10000533,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,4,20%,"$3,360.00 ",Speedy Devlivery 
4056,CA-2014-122931,1/11/2020,1/15/2020,Suzanne McNair,Smart post JM-Kingston,5,$700.00 ,Kingston,1,4,3, -   ,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,6,20%,"$5,040.00 ",Fast
4057,CA-2014-122931,1/11/2020,1/15/2020,Suzanne McNair,Smart post JM-Kingston,5,$700.00 ,Kingston,1,4,3, -   ,FUR-TA-10004147,Furniture,Tables,Hon 4060 Series Tables,1,40%,$980.00 ,Friendly
4058,CA-2014-163034,3/8/2020,3/12/2020,Darren Koutras,Shipme-Kingston,7,$702.00 ,Kingston,4,2,5,3,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,5,20%,"$4,212.00 ",Unbeatable
4059,CA-2015-124058,3/4/2019,3/8/2019,Lena Creighton,Press worldwide ship-Kingston,10,$750.00 ,Kingston,2,5,5, -   ,TEC-PH-10004774,Technology,Phones,Gear Head AU3700S Headset,7,20%,"$6,300.00 ",Good Condtion
4060,CA-2015-124058,3/4/2019,3/8/2019,Lena Creighton,Press worldwide ship-Kingston,10,$750.00 ,Kingston,2,5,5, -   ,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,3,20%,"$2,700.00 ",Good Condtion
4061,CA-2016-129196,2/14/2020,2/20/2020,Xylona Preis,DHL-St. Elizabeth,4,"$2,272.73 ",St. Elizabeth, -   ,3,5, -   ,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,3,20%,"$8,181.82 ",Unbeatable
4062,US-2015-138716,12/30/2020,1/2/2019,Cari Sayre,Smart post JM-Kingston,5,$700.00 ,Kingston,1,4,3, -   ,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",3,20%,"$2,520.00 ",Long Line
4063,US-2016-122182,6/23/2019,6/27/2019,Bryan Davis,Tara Courier-Portland,3,$624.00 ,Portland,2,2,5,4,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,1,20%,$748.80 ,Speed
4064,US-2014-130358,10/5/2019,10/8/2019,Denise Leinenbach,Tara Courier-Portland,3,$624.00 ,Portland,2,2,5,4,OFF-AR-10002766,Office Supplies,Art,Prang Drawing Pencil Set,9,20%,"$6,739.20 ",Very Log Wait
4065,US-2014-130358,10/5/2019,10/8/2019,Denise Leinenbach,Tara Courier-Portland,3,$624.00 ,Portland,2,2,5,4,OFF-SU-10002522,Office Supplies,Supplies,Acme Kleen Earth Office Shears,1,20%,$748.80 ,Effeciency 
4066,CA-2014-102673,2/13/2020,2/17/2020,Ken Heidel,Shipme-Kingston,7,$702.00 ,Kingston,4,2,5,3,OFF-FA-10003021,Office Supplies,Fasteners,Staples,5,20%,"$4,212.00 ",Effeciency 
4067,CA-2014-102673,2/13/2020,2/17/2020,Ken Heidel,Shipme-Kingston,7,$702.00 ,Kingston,4,2,5,3,OFF-AR-10000634,Office Supplies,Art,Newell 320,3,20%,"$2,527.20 ",Very Log Wait
4068,CA-2014-102673,2/13/2020,2/17/2020,Ken Heidel,Shipme-Kingston,7,$702.00 ,Kingston,4,2,5,3,OFF-LA-10001771,Office Supplies,Labels,Avery 513,12,20%,"$10,108.80 ",Good Condtion
4069,CA-2014-102673,2/13/2020,2/17/2020,Ken Heidel,Shipme-Kingston,7,$702.00 ,Kingston,4,2,5,3,TEC-PH-10004434,Technology,Phones,Cisco IP Phone 7961G VoIP phone - Dark gray,9,20%,"$7,581.60 ",Reseanable Cost
4070,CA-2016-145303,12/11/2019,12/14/2019,Tom Prescott,AKW shipping-Kingston,10,$600.00 ,Kingston, -   ,5,3, -   ,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",9,80%,"$9,720.00 ",Speed
4071,CA-2016-145303,12/11/2019,12/14/2019,Tom Prescott,AKW shipping-Kingston,10,$600.00 ,Kingston, -   ,5,3, -   ,OFF-BI-10002414,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,4,80%,"$4,320.00 ",Unprofessional
4072,CA-2016-145303,12/11/2019,12/14/2019,Tom Prescott,AKW shipping-Kingston,10,$600.00 ,Kingston, -   ,5,3, -   ,FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",2,32%,"$1,584.00 ",Very Log Wait
4073,CA-2015-156104,3/20/2019,3/22/2019,Nora Pelletier,DHL-St. Elizabeth,4,"$2,272.73 ",St. Elizabeth, -   ,3,5, -   ,TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,2,0%,"$4,545.45 ",Unprofessional
4074,US-2015-164308,1/6/2019,1/9/2019,Steve Carroll,DHL-St. Ann,4,"$2,272.73 ",St. Ann,4,2,3, -   ,TEC-PH-10004120,Technology,Phones,AT&T 1080 Phone,6,0%,"$13,636.36 ",Very Log Wait
4075,CA-2017-108112,2/27/2021,3/4/2021,Dana Kaydos,AKW shipping-Kingston,10,$600.00 ,Kingston, -   ,5,3, -   ,FUR-FU-10003553,Furniture,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",4,20%,"$2,880.00 ",Long Line
4076,CA-2017-108112,2/27/2021,3/4/2021,Dana Kaydos,AKW shipping-Kingston,10,$600.00 ,Kingston, -   ,5,3, -   ,FUR-FU-10001488,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",4,20%,"$2,880.00 ",Very Log Wait
4077,CA-2015-100685,4/2/2019,4/4/2019,Suzanne McNair,Smart post JM-Kingston,5,$700.00 ,Kingston,1,4,3, -   ,OFF-BI-10003094,Office Supplies,Binders,Self-Adhesive Ring Binder Labels,2,0%,"$1,400.00 ",Speedy Devlivery 
4078,CA-2015-100685,4/2/2019,4/4/2019,Suzanne McNair,Smart post JM-Kingston,5,$700.00 ,Kingston,1,4,3, -   ,OFF-FA-10003472,Office Supplies,Fasteners,Bagged Rubber Bands,4,0%,"$2,800.00 ",Courteryous 
4079,CA-2015-100685,4/2/2019,4/4/2019,Suzanne McNair,Smart post JM-Kingston,5,$700.00 ,Kingston,1,4,3, -   ,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,3,0%,"$2,100.00 ",Professional
4080,CA-2015-165414,4/4/2019,4/7/2019,Lynn Smith,Mailpac-St. James,5,"$1,248.00 ",St. James,2,2,4,3,TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,3,20%,"$4,492.80 ",Fast
4081,CA-2016-140417,1/8/2020,1/12/2020,Katrina Edelman,JB’s clearance-St. Catherine,7,$624.00 ,St. Catherine, -   ,3,5, -   ,OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",9,20%,"$6,739.20 ",Good Condtion
4082,CA-2016-140417,1/8/2020,1/12/2020,Katrina Edelman,JB’s clearance-St. Catherine,7,$624.00 ,St. Catherine, -   ,3,5, -   ,OFF-BI-10004828,Office Supplies,Binders,GBC Poly Designer Binding Covers,1,70%,"$1,060.80 ",Great Time
4083,US-2017-151316,10/6/2020,10/12/2020,Matthew Clasen,HT Courier-Kingston,5,$500.00 ,Kingston,5,4,4, -   ,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,3,80%,"$2,700.00 ",Unprofessional
4084,US-2017-151316,10/6/2020,10/12/2020,Matthew Clasen,HT Courier-Kingston,5,$500.00 ,Kingston,5,4,4, -   ,OFF-PA-10000327,Office Supplies,Paper,Xerox 1971,3,20%,"$1,800.00 ",Reseanable Cost
4085,CA-2017-163692,12/20/2020,12/22/2020,Dean percer,Press ship Ja-Kingston,5,$450.00 ,Kingston,2,3,3, -   ,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,3,70%,"$2,295.00 ",Unprofessional
4086,CA-2016-111913,11/17/2019,11/19/2019,Linda Cazamias,Ship things-Kingston,5,$500.00 ,Kingston,3,5,4, -   ,TEC-PH-10002275,Technology,Phones,Mitel 5320 IP Phone VoIP phone,2,20%,"$1,200.00 ",Cheapest Shipping Company
4087,CA-2016-111913,11/17/2019,11/19/2019,Linda Cazamias,Ship things-Kingston,5,$500.00 ,Kingston,3,5,4, -   ,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,3,20%,"$1,800.00 ",Limited Parking
4088,CA-2016-111913,11/17/2019,11/19/2019,Linda Cazamias,Ship things-Kingston,5,$500.00 ,Kingston,3,5,4, -   ,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",3,20%,"$1,800.00 ",No Partking
4089,US-2014-156559,12/1/2019,12/8/2019,Lena Hernandez,Shipme-Kingston,7,$702.00 ,Kingston,4,2,5,3,FUR-BO-10000711,Furniture,Bookcases,"Hon Metal Bookcases, Gray",9,0%,"$6,318.00 ",Effeciency 
4090,CA-2016-161473,7/15/2019,7/19/2019,Thomas Boland,MD Courier-Kingston,10,$500.00 ,Kingston,4,4,5, -   ,OFF-LA-10001297,Office Supplies,Labels,Avery 473,2,0%,"$1,000.00 ",Speedy Devlivery 
4091,CA-2016-161473,7/15/2019,7/19/2019,Thomas Boland,MD Courier-Kingston,10,$500.00 ,Kingston,4,4,5, -   ,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,3,0%,"$1,500.00 ",Effeciency 
4092,CA-2016-161473,7/15/2019,7/19/2019,Thomas Boland,MD Courier-Kingston,10,$500.00 ,Kingston,4,4,5, -   ,OFF-BI-10003305,Office Supplies,Binders,Avery Hanging File Binders,3,20%,"$1,800.00 ",Good Prices
4093,CA-2017-166576,8/28/2020,8/30/2020,John Murray,Oak connect-St. Catherine,10,$450.00 ,St. Catherine,1,2,4, -   ,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",2,20%,"$1,080.00 ",Good Condtion
4094,CA-2015-102491,12/6/2020,12/10/2020,Katrina Willman,Ikpak shipping-Kingston,4,$700.00 ,Kingston,5,5,5, -   ,TEC-MA-10000864,Technology,Machines,Cisco 9971 IP Video Phone Charcoal,7,0%,"$4,900.00 ",Courteryous 
4095,CA-2015-102491,12/6/2020,12/10/2020,Katrina Willman,Ikpak shipping-Kingston,4,$700.00 ,Kingston,5,5,5, -   ,TEC-AC-10003289,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,4,0%,"$2,800.00 ",Effeciency 
4096,CA-2015-102491,12/6/2020,12/10/2020,Katrina Willman,Ikpak shipping-Kingston,4,$700.00 ,Kingston,5,5,5, -   ,TEC-PH-10001619,Technology,Phones,LG G3,3,0%,"$2,100.00 ",Unprofessional
4097,CA-2014-116904,1/5/2020,1/10/2020,Sanjit Chand,Tara Courier-Portland,3,$624.00 ,Portland,2,2,5,4,OFF-PA-10004888,Office Supplies,Paper,Xerox 217,5,0%,"$3,120.00 ",Cheapest Shipping Company
4098,CA-2014-116904,1/5/2020,1/10/2020,Sanjit Chand,Tara Courier-Portland,3,$624.00 ,Portland,2,2,5,4,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,5,0%,"$3,120.00 ",Quality Customer Service
4099,CA-2014-116904,1/5/2020,1/10/2020,Sanjit Chand,Tara Courier-Portland,3,$624.00 ,Portland,2,2,5,4,OFF-BI-10001120,Office Supplies,Binders,Ibico EPK-21 Electric Binding System,5,0%,"$3,120.00 ",Effeciency 
4100,CA-2014-116904,1/5/2020,1/10/2020,Sanjit Chand,Tara Courier-Portland,3,$624.00 ,Portland,2,2,5,4,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,2,0%,"$1,248.00 ",Quality Customer Service
4101,US-2017-102288,10/1/2020,10/5/2020,Zuschuss Carroll,Reliable Couriers-St. Catherine,3,$750.00 ,St. Catherine, -   ,4,2, -   ,OFF-AP-10004655,Office Supplies,Appliances,"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",1,80%,"$1,350.00 ",Long Line
4102,US-2017-102288,10/1/2020,10/5/2020,Zuschuss Carroll,Reliable Couriers-St. Catherine,3,$750.00 ,St. Catherine, -   ,4,2, -   ,OFF-AP-10002906,Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,1,80%,"$1,350.00 ",Limited Parking
4103,US-2017-102288,10/1/2020,10/5/2020,Zuschuss Carroll,Reliable Couriers-St. Catherine,3,$750.00 ,St. Catherine, -   ,4,2, -   ,OFF-PA-10000740,Office Supplies,Paper,Xerox 1982,8,20%,"$7,200.00 ",Professional
4104,CA-2017-137456,4/4/2021,4/4/2021,Rick Bensley,Shipme-Kingston,7,$702.00 ,Kingston,4,2,5,3,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,2,0%,"$1,404.00 ",Unprofessional
4105,US-2017-155999,11/19/2020,11/25/2020,Jay Kimmel,Flash ship Courier-St. Catherine,4,$700.00 ,St. Catherine, -   ,2,5, -   ,TEC-PH-10000439,Technology,Phones,GE DSL Phone Line Filter,5,20%,"$4,200.00 ",Courteryous 
4106,US-2017-155999,11/19/2020,11/25/2020,Jay Kimmel,Flash ship Courier-St. Catherine,4,$700.00 ,St. Catherine, -   ,2,5, -   ,OFF-BI-10000404,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,2,20%,"$1,680.00 ",Friendly
4107,US-2016-148334,12/5/2019,12/9/2019,Dorothy Dickinson,MD Courier-Kingston,10,$500.00 ,Kingston,4,4,5, -   ,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",2,80%,"$1,800.00 ",Fast
4108,CA-2015-105599,12/20/2020,12/20/2020,Marc Crier,Ship things-Kingston,5,$500.00 ,Kingston,3,5,4, -   ,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,2,0%,"$1,000.00 ",Speed
4109,CA-2015-105599,12/20/2020,12/20/2020,Marc Crier,Ship things-Kingston,5,$500.00 ,Kingston,3,5,4, -   ,FUR-TA-10003837,Furniture,Tables,Anderson Hickey Conga Table Tops & Accessories,3,40%,"$2,100.00 ",Professional
4110,CA-2015-153717,4/8/2019,4/15/2019,Dionis Lloyd,Flash ship Courier-St. Catherine,4,$700.00 ,St. Catherine, -   ,2,5, -   ,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",2,0%,"$1,400.00 ",Unbeatable
4111,CA-2015-153717,4/8/2019,4/15/2019,Dionis Lloyd,Flash ship Courier-St. Catherine,4,$700.00 ,St. Catherine, -   ,2,5, -   ,FUR-BO-10004360,Furniture,Bookcases,Rush Hierlooms Collection Rich Wood Bookcases,1,0%,$700.00 ,Fast
4112,CA-2015-153717,4/8/2019,4/15/2019,Dionis Lloyd,Flash ship Courier-St. Catherine,4,$700.00 ,St. Catherine, -   ,2,5, -   ,OFF-PA-10002160,Office Supplies,Paper,Xerox 1978,3,0%,"$2,100.00 ",Friendly
4113,CA-2015-153717,4/8/2019,4/15/2019,Dionis Lloyd,Flash ship Courier-St. Catherine,4,$700.00 ,St. Catherine, -   ,2,5, -   ,OFF-AR-10002375,Office Supplies,Art,Newell 351,1,0%,$700.00 ,Unprofessional
4114,CA-2015-116687,8/14/2020,8/19/2020,Noah Childs,Shipme-Kingston,7,$702.00 ,Kingston,4,2,5,3,OFF-LA-10000443,Office Supplies,Labels,Avery 501,3,20%,"$2,527.20 ",Good Condtion
4115,CA-2015-116687,8/14/2020,8/19/2020,Noah Childs,Shipme-Kingston,7,$702.00 ,Kingston,4,2,5,3,TEC-PH-10001750,Technology,Phones,Samsung Rugby III,3,20%,"$2,527.20 ",Unbeatable
4116,CA-2016-163573,3/8/2020,3/11/2020,Amy Cox,Reliable Couriers-St. Catherine,3,$750.00 ,St. Catherine, -   ,4,2, -   ,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,5,20%,"$4,500.00 ",Cheapest Shipping Company
4117,CA-2015-153416,3/8/2019,3/13/2019,Toby Swindell,Flash ship Courier-St. Catherine,4,$700.00 ,St. Catherine, -   ,2,5, -   ,OFF-BI-10002813,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,2,20%,"$1,680.00 ",Limited Parking
4118,CA-2015-153416,3/8/2019,3/13/2019,Toby Swindell,Flash ship Courier-St. Catherine,4,$700.00 ,St. Catherine, -   ,2,5, -   ,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,3,0%,"$2,100.00 ",Unprofessional
4119,CA-2015-153416,3/8/2019,3/13/2019,Toby Swindell,Flash ship Courier-St. Catherine,4,$700.00 ,St. Catherine, -   ,2,5, -   ,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,7,0%,"$4,900.00 ",Professional
4120,CA-2015-153416,3/8/2019,3/13/2019,Toby Swindell,Flash ship Courier-St. Catherine,4,$700.00 ,St. Catherine, -   ,2,5, -   ,OFF-BI-10002706,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,8,20%,"$6,720.00 ",Limited Parking
4121,CA-2017-117394,12/17/2020,12/23/2020,Michael Moore,JB’s clearance-St. Catherine,7,$624.00 ,St. Catherine, -   ,3,5, -   ,TEC-AC-10000199,Technology,Accessories,Kingston Digital DataTraveler 8GB USB 2.0,4,20%,"$2,995.20 ",Quality Customer Service
4122,CA-2017-133823,8/23/2020,8/24/2020,Liz Pelletier,My cart express-St. James,7,$600.00 ,St. James,3,3,5, -   ,OFF-PA-10002870,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",6,0%,"$3,600.00 ",No Partking
4123,CA-2017-133823,8/23/2020,8/24/2020,Liz Pelletier,My cart express-St. James,7,$600.00 ,St. James,3,3,5, -   ,OFF-LA-10004545,Office Supplies,Labels,Avery 50,3,0%,"$1,800.00 ",Good Condtion
4124,CA-2017-133823,8/23/2020,8/24/2020,Liz Pelletier,My cart express-St. James,7,$600.00 ,St. James,3,3,5, -   ,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",2,20%,"$1,440.00 ",Speed
